"ID","Genotype","APA","Year","TrainSessionCombo","NumEntrances","NumShock","TimeTarget","Time1stEntr","Time1stShock","entranceshockequal","firstentranceshockequal"
"16-126B","WT","yoked_trained","2016","Hab",32,55,97.871,15.1,15.1,"not equal","equal"
"16-117D","FMR1-KO","trained_conflict","2016","Hab",32,55,100.366,15.1,15.1,"not equal","equal"
"16-124A","WT","trained_trained","2016","Hab",32,68,125.202,10.77,10.77,"not equal","equal"
"15144B","WT","yoked_conflict","2015","Hab",33,63,110.933,11.63,11.63,"not equal","equal"
"15144A","WT","trained_conflict","2015","Hab",33,64,122.296,20.23,20.23,"not equal","equal"
"15146B","WT","yoked_conflict","2015","Hab",33,65,116.636,3.4,3.4,"not equal","equal"
"16-116B","FMR1-KO","yoked_trained","2016","Hab",33,67,118.368,3.37,3.37,"not equal","equal"
"16-123B","WT","yoked_trained","2016","Retention",33,105,209.2,12.4,12.4,"not equal","equal"
"15145D","WT","yoked_trained","2015","Hab",34,55,105.238,23.33,23.33,"not equal","equal"
"15145B","WT","yoked_conflict","2015","Hab",34,55,108.667,0.53,0.53,"not equal","equal"
"15142C","WT","trained_trained","2015","Hab",34,57,96.867,0.5,0.5,"not equal","equal"
"16-119C","FMR1-KO","trained_conflict","2016","Hab",34,59,98.468,23.77,23.77,"not equal","equal"
"15147D","WT","yoked_trained","2015","Hab",34,59,109.605,8.33,8.33,"not equal","equal"
"15142A","WT","trained_conflict","2015","Hab",34,60,97.965,17.43,17.43,"not equal","equal"
"15148B","WT","yoked_conflict","2015","Hab",35,51,88.033,14.6,14.6,"not equal","equal"
"15140B","WT","yoked_conflict","2015","Hab",35,55,98.704,20.1,20.1,"not equal","equal"
"15146C","WT","trained_trained","2015","Hab",35,58,101.073,15.8,15.8,"not equal","equal"
"15140D","WT","yoked_trained","2015","Hab",35,61,107.802,8.8,8.8,"not equal","equal"
"15141B","WT","yoked_conflict","2015","T2",35,63,122.533,6.2,6.2,"not equal","equal"
"16-119A","FMR1-KO","trained_trained","2016","Hab",36,52,87.091,4.3,4.3,"not equal","equal"
"15143B","WT","yoked_conflict","2015","Hab",36,75,134.705,8.43,8.43,"not equal","equal"
"16-117C","FMR1-KO","trained_conflict","2016","Hab",37,61,110.761,4.5,4.5,"not equal","equal"
"15146A","WT","trained_conflict","2015","Hab",37,66,112.933,1.97,1.97,"not equal","equal"
"15144D","WT","yoked_trained","2015","Hab",37,71,135.666,0.57,0.57,"not equal","equal"
"15143D","WT","yoked_trained","2015","Hab",38,59,95.336,30.47,30.47,"not equal","equal"
"15145A","WT","trained_conflict","2015","Hab",39,59,116.634,3.1,3.1,"not equal","equal"
"16-116D","FMR1-KO","yoked_conflict","2016","Hab",39,76,140.867,8.8,8.8,"not equal","equal"
"16-126A","WT","trained_trained","2016","Hab",41,67,114.231,1.37,1.37,"not equal","equal"
"15144C","WT","trained_trained","2015","Hab",42,64,115.464,1.33,1.33,"not equal","equal"
