"Mouse","Year","Genotype","Behavior","E.phy","YokedTo","Conflict","APA","Group","notes","collector","Tube","Slice","Punch","photos","Date","ready.time","start.time","end.time","Slice.collector","Punch.Collector","SliceSize","Punchsize","punch.location","RNAisolationdate","RNAisolator","slice.location","best.location","jobnumber","RNAseqID","Mouse.short","Random","storagebox","year","Purpose","region","X"
"16-118B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BRW","4","CA3","9.8x","7/7/16","18:45","18:57","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BRX","1","CA4","9.8x","7/7/16","18:45","18:57","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BRY","4","CA4","9.8x","7/7/16","18:45","18:57","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BRZ","1","CA2","9.8x","7/7/16","18:45","18:57","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BSA","2","CA2","9.8x","7/7/16","18:45","18:57","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BSB","3","CA2","9.8x","7/7/16","18:45","18:57","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BSC","4","CA2","9.8x","7/7/16","18:45","18:57","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTI","1","CA3","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTJ","2","CA3","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTK","3","CA3","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTL","4","CA3","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTM","1","CA1","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTN","2","CA1","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTO","3","CA1","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTP","4","CA1","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTQ","1","DG","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTR","2","DG","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTS","3","DG","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTT","4","DG","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTU","1","CA2","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTV","2","CA2","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTW","3","CA2","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTX","4","CA2","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTY","3","CA4","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BTZ","4","CA4","9.2x","7/8/16","18:20","18:59","19:15","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSH","1","CA3","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSI","2","CA3","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSJ","3","CA3","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSM","4","CA3","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSN","1","CA1","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSO","2","DG","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSP","3","DG","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSQ","4","DG","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSR","1","DG","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BST","2","CA1","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSU","3","CA1","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSV","4","CA1","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSW","1","CA4","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSX","2","CA4","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSY","3","CA4","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BSZ","4","CA4","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BTA","1","CA2","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BTB","2","CA2","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BTC","3","CA2","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-118D","Summer2016","FMR1","","","","Conflict","Yoked","FMR1 Conflict Yoked","","MK","BTD","4","CA2","9.6x","7/8/16","11:55","12:45","19:18","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"6 - BQF - BUJ",2016,"Collaboratorium","hippocampus",NA
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZA2","2","CA1","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",6
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZB2","3","CA1","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",7
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZC2","4","CA1","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",8
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZD2","1","CA3","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",9
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZE2","2","CA3","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",10
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZF2","3","CA3","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",11
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZG2","4","CA3","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",12
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZH2","1","CA2","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",13
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZI2","2","CA2","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",14
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZJ2","3","CA2","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",15
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZK2","4","CA2","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",16
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZL2","1","CA4","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",17
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZM2","2","CA4","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",18
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZN2","3","CA4","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",19
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZO2","4","CA4","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",20
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZV","1","DG","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",1
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZW","2","DG","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",2
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZX","3","DG","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",3
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZY","4","DG","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",4
"16-119A","Summer2016","FMR1","","","","NoConflict","Trained","FMR1 NoConflict Trained","","MK","BZZ","1","CA1","","7/14/16","16:40","17:20","17:45","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",5
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BYY","1","CA3","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BYZ","2","CA3","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZA","3","CA3","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZB","4","CA3","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZC","1","CA1","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZD","2","CA1","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZE","3","CA1","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZF","4","CA1","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZG","1","CA4","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZH","23","CA4","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZJ","4","CA4","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZK","1","CA2","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZL","2","CA2","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZM","3","CA2","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZN","4","CA2","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZO","1","DG","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZP","2","DG","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZQ","3","DG","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119B","Summer2016","FMR1","","","","NoConflict","Yoked","FMR1 NoConflict Yoked","","MK","BZR","4","DG","","7/14/16","10:15","10:45","10:56","MK","RMH","300",250,"","","",NA,NA,"","","",NA,"8 - BYY - ",2016,"Collaboratorium","",NA
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BZT2","1","CA4","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",21
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","BZU2","2","CA4","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",22
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CAV","3","CA4","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",23
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CAW","4","CA4","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",24
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CAX","1","DG","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",25
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CAY","2","DG","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",26
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CAZ","3","DG","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",27
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBA","4","DG","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",28
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBB","1","CA1","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",29
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBC","2","CA1","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",30
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBD","3","CA1","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",31
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBE","4","CA1","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",32
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBF","1","CA3","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",33
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBG","2","CA3","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",34
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBH","3","CA3","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",35
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBI","4","CA3","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",36
"16-119C","Summer2016","FMR1","","","","Conflict","Trained","FMR1 Conflict Trained","","MK","CBJ","1","CA2","","7/15/16","10:10","11:47","12:03","MK","RMH","300",NA,"","","",NA,NA,"","","",NA,"8 - BZV - ",2016,"Collaboratorium","",37
