training,TTT,TTT,TTT,TTT,TTT,TCT,TCT,TCT,TCT,TCT,TCT,TTY,TTY,TTY,TTY,TCY,TCY,TCY,TCY,TCY,TCY,TCY,TTT,TTT,TTT,TTT,TTT,TCT,TCT,TCT,TCT,TTY,TTY,TTY,TCY,TCY,TCY,TTT,TTT,TTT,TTT,TTT,TTT,TCT,TCT,TCT,TCT,TCT,TCT,TCT,TCT,TTY,TTY,TTY,TCY,TCY
,15143C,15144C,15145C,15146C,15147C,15144A,15145A,15146A,15147A,15148A,15148C,15143D,15145D,15146D,15147D,15143B,15144B,15145B,15146B,15147B,15148B,15148D,16-123A ,16-124A ,16-124B ,16-125A ,16-357C ,16-123C,16-124C ,16-125C ,16-125D ,16-125B ,16-357A ,16-357B ,16-123D,16-124D,16-357D ,16-117A,16-118A,16-118B ,16-119A ,16-120A ,16-121B ,16-117C ,16-117D ,16-118C ,16-119C ,16-119D ,16-120C ,16-121C ,16-121D ,16-117B,16-119B ,16-121A ,16-118D ,16-120D 
V0,0.000141208,-5.19E-05,-4.18E-05,0.000207267,-0.000352361,0.000154642,1.54E-05,-9.61E-05,0.000144135,-0.000282508,-0.000262387,-1.36E-05,0.000405102,0.000121471,-0.000108956,0.000478442,0.000710501,0.000301227,0.000174189,0.000326316,0.000130405,7.88E-05,0.000407659,-0.000225326,-0.000328858,-7.95E-05,-0.000846137,0.000483188,-0.000973866,-0.000461776,0.000470862,-0.000634781,-0.000251082,-0.000505299,-0.000728337,0.000279953,-0.000161078,0.000141674,0.000437225,-0.00081522,-0.000272185,-0.000983425,-0.000232819,8.89E-05,-0.000169874,-0.000167078,-0.000266931,-0.000164449,-0.00080564,-0.000412122,-0.000796817,-0.000309853,3.69E-05,7.51E-05,-9.54E-06,0.000396952
V10,-0.000289647,-8.83E-05,-6.18E-05,-0.000136649,9.79E-05,6.11E-05,-0.000557674,0.000107096,-0.000165085,-0.000201111,0.000177106,-0.001353679,-0.000122068,-0.000161636,0.000101741,-0.001232245,-0.000182166,-0.001780082,0.000189256,-0.000521494,-2.53E-05,-0.000126586,-0.001157095,-0.000530886,-0.00102137,-0.001593064,-0.000871669,-0.001476135,-0.001020025,-0.001239211,-0.000569591,-0.001836684,-0.000706079,-0.001048314,-0.000241765,9.34E-05,-0.001140819,4.87E-05,0.000754217,-0.001044036,0.00017814,-0.000719318,-0.001036012,-0.00019298,-0.000155408,0.000324557,5.48E-05,-0.000298607,4.37E-05,-0.001888869,-0.001241552,-0.000191914,-5.31E-05,-0.000855559,-0.000380634,-2.74E-05
V15,-0.001539753,-0.000911371,-0.001593462,-0.0006205,-0.000736947,-0.001237393,-0.000842674,-0.001067524,-0.000700835,-0.000793562,-0.00043025,-0.000974833,-0.000742528,-0.000433198,-0.000227813,-0.001625659,-0.001768832,-0.001073193,-0.00053373,-0.001079695,-0.000183931,-0.000337034,-0.005306399,-0.000728374,-0.001809234,-0.004100587,-0.001803393,-0.004195917,-0.000843949,-0.002540675,-0.003490216,-0.005168057,-0.002858725,-0.00152568,-0.00095865,-0.000776838,-0.00190152,-0.000223285,-0.001179884,-0.000763518,0.00011903,-0.001641877,-0.00147797,-0.001697,-0.001599646,5.06E-05,0.000278633,5.60E-06,9.47E-05,-0.002224615,-0.001943619,-0.001204622,-0.0007069,-0.001659367,-0.000892212,-0.000747477
V20,-0.002471361,-0.00150319,-0.00181918,-0.001717769,-0.001258964,-0.001254082,-0.000879766,-0.001646795,-0.001244411,-0.001673056,-0.001616123,-0.002131643,-0.001333794,-0.001168674,-0.001664947,-0.003899627,-0.003776931,-0.000164444,-0.001257934,-0.002578781,-0.00072789,-0.000294841,-0.008642976,-0.001129439,-0.003178404,-0.006347266,-0.003247321,-0.007498832,-0.001378027,-0.004231574,-0.00525726,-0.005950894,-0.004372469,-0.001653771,-0.001806277,-0.002161219,-0.0031948,-0.001828822,-0.002682465,-0.001052149,-0.000243953,-0.003018575,-0.001656395,-0.002549306,-0.003538204,-0.000864781,-0.00084517,-0.001326685,-0.000877637,-0.002946369,-0.001815506,-0.001760057,-0.001457411,-0.002492503,-0.002085312,-0.001241515
V25,,,,,,,,,,,,,,,,,,,,,,,-0.010393065,-0.001692028,-0.003190334,-0.007238084,-0.004007629,-0.008416555,-0.002838889,-0.00467412,-0.006289065,-0.008004969,-0.004855142,-0.003940278,-0.003005821,-0.004041648,-0.003359257,-0.002558281,-0.004663111,-0.001393295,-0.000872884,-0.003885835,-0.001919822,-0.00376817,-0.005891821,-0.001628375,-0.001385556,-0.001393312,-0.002598114,-0.004033047,-0.002466423,-0.002530968,-0.002908261,-0.003181258,-0.00358586,-0.001612591
V30,-0.002960502,-0.001860003,-0.002638209,-0.002490222,-0.002709067,-0.001399463,-0.001385727,-0.002574774,-0.002740054,-0.00231534,-0.003218472,-0.001622808,-0.002236565,-0.001623883,-0.003016234,-0.003533061,-0.004344656,-0.00167768,-0.001723237,-0.002628149,-0.001637513,-0.000769588,-0.012655913,-0.002007528,-0.003874028,-0.007669781,-0.004021809,-0.010196964,-0.004653287,-0.005594709,-0.007725508,-0.010478105,-0.004416757,-0.005141261,-0.004284586,-0.006879008,-0.003667599,-0.002781141,-0.0055641,-0.00247016,-0.002184456,-0.005202707,-0.003395615,-0.005153164,-0.005792596,-0.002032757,-0.002422329,-0.002079999,-0.002274781,-0.004860981,-0.002243785,-0.002737935,-0.003086063,-0.004429006,-0.005551086,-0.001817071
V35,,,,,,,,,,,,,,,,,,,,,,,-0.015183047,-0.002397846,-0.004598796,-0.008424134,-0.004779851,-0.01606158,-0.005232749,-0.005293219,-0.008499524,-0.011808573,-0.004636705,-0.005865755,-0.005880003,-0.007204165,-0.004030706,-0.003744722,-0.005589052,-0.003636434,-0.003690026,-0.006095,-0.003281942,-0.006493025,-0.006680758,-0.002732179,-0.003175133,-0.002701743,-0.002894103,-0.005084224,-0.002145277,-0.002882239,-0.004237202,-0.004860756,-0.006226639,-0.003057718
V40,-0.004357639,-0.002383395,-0.002767123,-0.003030815,-0.002479018,-0.001086449,-0.001745415,-0.002757846,-0.003317428,-0.003274746,-0.004440827,-0.002591314,-0.00233364,-0.002207864,-0.004422056,-0.004234342,-0.004131745,-0.001429169,-0.001275221,-0.002754782,-0.002368631,-0.001799279,-0.017487654,-0.003587878,-0.005585605,-0.008522799,-0.004871186,-0.019410367,-0.00653806,-0.006585585,-0.008684622,-0.013083355,-0.005739019,-0.006869116,-0.007620927,-0.008547259,-0.004401461,-0.005750153,-0.007913865,-0.004990893,-0.00431205,-0.007036191,-0.004363101,-0.008159226,-0.007028389,-0.003257897,-0.003938704,-0.00345859,-0.004011293,-0.005174912,-0.003001331,-0.003209892,-0.005298553,-0.004105184,-0.008259544,-0.003246312
V45,,,,,,,,,,,,,,,,,,,,,,,-0.018203502,-0.0041172,-0.006803042,-0.008946551,-0.004902815,-0.012555141,-0.007917415,-0.007514141,-0.008745672,-0.014678471,-0.007706746,-0.008021688,-0.010412732,-0.008369617,-0.004205629,-0.00629224,-0.009034559,-0.005700834,-0.005916255,-0.008932041,-0.005820044,-0.009353483,-0.006495392,-0.004254065,-0.00532007,-0.005375902,-0.003564279,-0.005672867,-0.00345712,-0.003442412,-0.00668097,-0.004740277,-0.009063794,-0.002961075
V50,-0.004800732,-0.002122899,-0.002847076,-0.004028133,-0.003183019,-0.001562542,-0.002368989,-0.003598131,-0.003727043,-0.003925135,-0.005205496,-0.00245125,-0.00225543,-0.003007066,-0.004582237,-0.006498043,-0.005638693,-0.00175876,-0.002205568,-0.004351805,-0.003178509,-0.002423445,-0.018410994,-0.005022367,-0.008263108,-0.009146405,-0.005082632,-0.013269696,-0.008288451,-0.009207577,-0.010852199,-0.016065843,-0.006522725,-0.00844681,-0.011000392,-0.009554895,-0.005088563,-0.007615553,-0.009920128,-0.006622006,-0.005999268,-0.010178375,-0.006190281,-0.008187476,-0.006450194,-0.004693446,-0.006490568,-0.005837663,-0.003725291,-0.005855647,-0.003738355,-0.004371804,-0.00767059,-0.005641503,-0.009404136,-0.003527464
V60,-0.005580916,,,,,,,,,,,,,,-0.005344033,-0.008401345,,,,,,,,,,,-0.005894805,,,,,-0.016984427,,,-0.014257763,,-0.005203087,-0.009222424,,,,,-0.006919514,,,,,,-0.005221078,,-0.004929294,,-0.010122855,,-0.011550242,-0.004682695
Peak (V),60,40,50,50,50,50,50,50,50,50,50,50,40,50,60,60,50,50,50,50,50,50,50,50,50,50,60,40,50,50,50,60,45,50,60,50,60,60,50,50,70,50,60,45,50,50,70,50,60,50,60,70,60,50,60,60
