Tube,Mouse,Slice,Punch,photos,notes,Date,ready.time,start.time,end.time,Slice.collector,Punch.Collector,SliceSize,Punchsize,punch.location,RNAisolationdate,RNAisolator,slice.location,best location,jobnumber,RNAseqID,Mouse-short,Random,storagebox,year,Purpose,region
BNL,16-117C,2,CA1,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNM,16-117C,3,CA1,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNN,16-117C,4,CA1,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNO,16-117C,2,CA3,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNP,16-117C,3,CA3,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNQ,16-117C,4,CA3,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNS,16-117C,1,CA4,9.4x,partial punch,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNT,16-117C,2,CA4,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNU,16-117C,3,CA4,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNV,16-117C,4,CA4,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNW,16-117C,1,CA2,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNX,16-117C,2,CA2,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNY,16-117C,3,CA2,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BNZ,16-117C,4,CA2,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOA,16-117C,1,slice,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BOB,16-117C,2,slice,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BOC,16-117C,3,slice,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BOD,16-117C,4,slice,9.4x,,7/5/16,10:40,10:45,11:01,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BOE,16-117D,1,CA3,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOF,16-117D,2,CA3,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOG,16-117D,3,CA3,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOH,16-117D,4,CA3,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOI,16-117D,1,CA1,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOJ,16-117D,2,CA1,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOK,16-117D,3,CA1,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOL,16-117D,4,CA1,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOM,16-117D,1,DG,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BON,16-117D,2,DG,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOP,16-117D,3,DG,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOQ,16-117D,4,DG,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOR,16-117D,1,CA4,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOS,16-117D,2,CA4,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOT,16-117D,3,CA4,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOU,16-117D,4,CA4,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOV,16-117D,1,CA2,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOW,16-117D,2,CA2,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOX,16-117D,3,CA2,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOY,16-117D,4,CA2,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BOZ,16-117D,1,slice,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BPA,16-117D,2,slice,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BPB,16-117D,3,slice,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BPC,16-117D,4,slice,yes,,7/5/16,18:00,18:01,18:13,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BPD,16-117B,1,CA1,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPE,16-117B,2,CA1,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPF,16-117B,3,CA1,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPG,16-117B,4,CA1,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPH,16-117B,1,DG,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPI,16-117B,2,DG,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPJ,16-117B,3,DG,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPK,16-117B,4,DG,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPL,16-117B,1,CA3,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPM,16-117B,2,CA3,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPN,16-117B,3,CA3,yes,partial punch,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPO,16-117B,4,CA3,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPP,16-117B,1,CA4,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPQ,16-117B,2,CA4,yes,stabbed center of brain,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPR,16-117B,3,CA4,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPS,16-117B,4,CA4,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPT,16-117B,1,CA2,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPU,16-117B,2,CA2,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPV,16-117B,3,CA2,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPW,16-117B,4,CA2,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BPX,16-117B,1,slice,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BPY,16-117B,2,slice,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BPZ,16-117B,3,slice,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BQA,16-117B,4,slice,yes,,7/6/16,11:00,11:15,11:25,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BQB,16-118A,1,DG,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BQC,16-118A,2,DG,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BQD,16-118A,3,DG,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BQE,16-118A,4,CA1,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,5 - BNG -  BQE,2016,Collaboratorium,
BQF,16-118A,1,CA1,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQG,16-118A,2,CA1,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQH,16-118A,3,CA1,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQI,16-118A,4,DG,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQJ,16-118A,1,CA3,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQK,16-118A,2,CA3,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQL,16-118A,3,CA3,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQR,16-118A,4,CA3,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQS,16-118A,2,CA4,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQT,16-118A,1,CA4,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQU,16-118A,3,CA4,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQV,16-118A,4,CA4,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQW,16-118A,1,CA2,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQX,16-118A,2,CA2,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQY,16-118A,3,CA2,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BQZ,16-118A,4,CA2,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRA,16-118A,1,slice,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BRB,16-118A,2,slice,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BRC,16-118A,3,slice,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BRD,16-118A,4,slice,10.1x,,7/7/16,11:00,12:39,12:56,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BRE,16-118B,1,CA1,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRF,16-118B,2,CA,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRP,16-118B,2,DG,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRQ,16-118B,4,DG,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRS,16-118B,2,CA4,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRT,16-118B,2,CA3,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRU,16-118B,1,CA3,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRV,16-118B,3,CA3,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRW,16-118B,4,CA3,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRX,16-118B,1,CA4,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRY,16-118B,4,CA4,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BRZ,16-118B,1,CA2,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSA,16-118B,2,CA2,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSB,16-118B,3,CA2,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSC,16-118B,4,CA2,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSD,16-118B,1,slice,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BSE,16-118B,2,slice,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BSF,16-118B,3,slice,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BSG,16-118B,4,slice,9.8x,,7/7/16,18:45,18:57,19:18,MK,RMH,300,250,,,,,,,,,,Slices Box 1,2016,students,
BSH,16-118D,1,CA3,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSI,16-118D,2,CA3,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSJ,16-118D,3,CA3,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSM,16-118D,4,CA3,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSN,16-118D,1,CA1,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSO,16-118D,2,DG,9.6x,"took 2nd punch, lost 1st",7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSP,16-118D,3,DG,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSQ,16-118D,4,DG,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSR,16-118D,1,DG,9.6x,partial punch,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BST,16-118D,2,CA1,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSU,16-118D,3,CA1,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSV,16-118D,4,CA1,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSW,16-118D,1,CA4,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSX,16-118D,2,CA4,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSY,16-118D,3,CA4,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BSZ,16-118D,4,CA4,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTA,16-118D,1,CA2,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTB,16-118D,2,CA2,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTC,16-118D,3,CA2,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTD,16-118D,4,CA2,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTE,16-118D,1,slice,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
BTF,16-118D,2,slice,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
BTG,16-118D,3,slice,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
BTH,16-118D,4,slice,9.6x,,7/8/16,11:55,12:45,19:18,MK,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
BTI,16-118C,1,CA3,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTJ,16-118C,2,CA3,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTK,16-118C,3,CA3,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTL,16-118C,4,CA3,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTM,16-118C,1,CA1,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTN,16-118C,2,CA1,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTO,16-118C,3,CA1,9.2x,might not have gotten,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTP,16-118C,4,CA1,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTQ,16-118C,1,DG,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTR,16-118C,2,DG,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTS,16-118C,3,DG,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTT,16-118C,4,DG,9.2x,got 2nd punch,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTU,16-118C,1,CA2,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTV,16-118C,2,CA2,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTW,16-118C,3,CA2,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTX,16-118C,4,CA2,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTY,16-118C,3,CA4,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BTZ,16-118C,4,CA4,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BUA,16-118C,1,slice,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,Slices Box 2,2016,Collaboratorium,
BUB,16-118C,2,slice,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,Slices Box 2,2016,Collaboratorium,
BUC,16-118C,3,slice,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
BUD,16-118C,4,slice,9.2x,,7/8/16,18:20,18:59,19:15,MK,RMH,300,250,,,,,,,,,,Slices Box 2,2016,students,
BUE,16-124B,1,CA4,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,students,
BUF,16-124B,2,CA3,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,students,
BUG,16-124B,3,CA1?,10.4x,fucked,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BUH,16-124B,4,CA3?,10.4x,fucked,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BUI,16-124B,1,CA3,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BUJ,16-124B,2,CA1,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BUK,16-124B,3,CA3?,10.4x,fucked,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,6 - BQF - BUJ,2016,Collaboratorium,
BUL,16-124B,4,CA3?,10.4x,fucked,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
BUM,16-124B,1,CA1,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
BUN,16-124B,2,CA4,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
BUO,16-124B,3,CA1?,10.4x,fucked,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
BUP,16-124B,4,CA1?,10.4x,fucked,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
BUQ,16-124B,1,CA2,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
BUR,16-124B,2,CA2,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
BUS,16-124B,3,CA2,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
BUT,16-124B,4,CA2,10.4x,,7/9/16,21:50,21:59,10:15,MK,RMH,300,250,,,,,,,,,,7 - BUK - ,2016,Collaboratorium,
