"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17"
"T2_Path2ndEntr",-0.0610386980887194,-0.0478819747820065,0.00380383481189428,0.0811511291055592,0.0804034147660512,0.117007940560066,0.0294387719662061,0.0430515185480477,0.0428598734608397,0.105991197018068,-0.0528372059981759,0.0459898914446751,7.99890334234911e-05,-0.0693804206361475,0.0391562210294703,0.0392528826590978,0.00271045390268699
"T2_PolarAvgVal",-0.0508568032194432,-0.0571608894055602,0.0474479327646781,-0.163596801631677,0.0195412248410848,-0.00620117690033486,0.0521434677192357,-0.0134940052706879,0.0193343383674661,0.0250462516117846,0.0736538892244339,0.0278694382340371,0.0155048695091922,-0.00786309009109111,0.00573480424080965,0.0144830397771901,0.113683762737882
"T2_PolarMaxBin",-0.0431083197341581,-0.0471498099376533,0.0279709480345601,-0.176846302480411,0.026530086967708,-0.0366836248294352,0.0375231659471618,0.0487059814298466,0.0202089692233272,-0.0483363155643687,0.008800046596483,0.0446050845023056,0.0114194924870966,0.0268872941215089,-0.015390015670854,-0.0103442398962501,-0.0730643570492179
"T2_PolarMaxVal",-0.0410692609905789,-0.0604531328370402,-0.0805046592273866,0.0467993698679244,0.0575461843487651,0.0784170516234148,-0.0708165602232148,-0.0752059059480932,-0.105643665443049,-0.00351759592543313,-0.0589090761774419,0.00769894999070617,-0.0187502189685801,0.014493576481627,-0.119831100110753,-0.114963837316516,0.00290652202013013
"T2_PolarMinBin",0.0301999931700602,0.012599522115952,0.00529416475426373,-0.119768070264655,-0.043579886786093,-0.110239461512412,0.0415137685169389,-0.0867369465746847,0.0343433264863751,0.0102125327034118,-0.128559376217517,0.00864324206053491,0.0659124220555883,0.0702049161895465,-0.0675395623731424,-0.1155387488478,-0.00510716711061787
"T2_PolarMinVal",0.072896484757293,0.0550478583149441,0.00205157555378827,0.0420516755961291,-0.0214161007670785,-0.0960944399623346,0.0754475566886521,-0.126930017946736,-0.0216729345700305,0.0827447618246158,-0.067582695372251,0.0191666788121595,0.0385662422207739,0.0109027627285059,0.0492827633413604,-0.0568009115273899,-0.0169474390235662
"T2_PolarSdVal",0.0530982261294378,0.0720365940980497,0.0682901785217313,-0.063207258128079,-0.0856480306838204,-0.067059329512578,0.0849892595781263,0.0132570765805605,0.0865330193822584,0.0626494891606628,-0.0409300282555813,0.000740295360542664,0.0239815141858707,0.0221982448537919,0.0442003339356282,-0.0204607905627793,0.0256585614779363
"T2_pTimeCCW",0.0352736137266275,0.0519888126236597,-0.0787532129488619,0.132705799013471,-0.00412046919683721,0.0141262368780402,-0.086944598948186,0.00766239139033996,-0.0151178846682236,-0.0901227090825482,-0.0807057132714563,-0.0712625472594095,0.0318929464319672,0.00164623072146509,0.00713109405475153,0.0443858555709217,0.00735187002540025
"T2_pTimeCW",0.0110290318462061,0.0477800279506991,0.0565263430274232,-0.138219632137286,-0.0571306732137524,-0.0435614755691087,0.0497088782362241,0.0503018164670549,0.086067252590217,0.0599123862180165,-0.0617198465705372,-0.0496779601640155,0.0682390470991513,-0.0905769872749511,0.0121600681088942,-0.0823536467923345,0.00428460116712439
"T2_pTimeOPP",-0.0489817274840615,-0.0839630692547516,0.0598072765604436,-0.0824470185507376,0.0350067681037007,0.00926057864031994,0.0672230054313347,-0.0253425331470839,-0.0249304765522582,0.0686694533889635,0.121601548108813,0.102751189435608,-0.0698430291552084,0.0396733255746014,-0.015289851348711,-0.00815219832010346,0.0343342234804499
"T2_pTimeTarget",0.0821813177230412,0.0773855986226665,-0.00272486661806806,0.0299686848838662,-0.0600369025022403,-0.0679156861015348,0.0694924203374308,-0.0985767889466594,0.0219037479709442,0.0278097191861525,-0.0740147606030505,-0.0288779146831031,0.0513801784619587,0.01056471927357,0.0283516084774474,-0.0301931899375831,0.0018891650955734
"T2_RayleigAngle",-0.0387797481925428,-0.0435993993868447,0.0571445030734544,-0.176685587935373,-0.000771199062162916,-0.0127587104172998,0.043914898836934,0.0245924900433,0.0516843957012171,0.0306441237275533,0.0370235219459639,0.0203399463056065,0.0093198902003314,-0.0219701432110154,-0.0124678847184668,-0.024400673110859,0.082154590649105
"T2_RayleigLength",-0.0541634215255516,-0.0775332708594756,-0.0629439487554946,0.0620839019322705,0.0761701875382305,0.0813515891046481,-0.0813461954719258,-0.00777965202347279,-0.0859810285549254,-0.0469543222683815,0.0485740588432159,-0.000542268917125209,-0.0416924661356473,-0.0019626360832941,-0.038389500675975,-0.00244685688519405,0.0840469978760217
"T2_SdSpeed",0.08610235713122,0.0921897634170059,-0.0283589480701084,0.0500708691299184,-0.0123434499880695,-0.0716237499966196,0.0234476626841327,-0.00208653800048397,0.0177694252580595,-0.0244147142668809,-0.121624458575062,0.021321013251017,-0.0296605662297583,-0.000514334025430392,-0.00986962743014889,-0.00652076450587609,0.083872599751395
"T2_Speed.cm.s",0.0830626720928572,0.0863931292001583,-0.0232831073993518,0.0518013145572617,-0.0216646854353111,-0.0584457478013024,0.0290114552385795,0.0201253568809824,0.0661127320206937,0.0212746127056711,-0.121638763156317,-0.0434830582808359,-0.050602818233355,-0.00519702712280256,-0.0274727837774461,-0.0648911532473912,-0.0701081595344682
"T2_Speed1stEntr.cm.s.",-0.0103293535323822,0.0539585775581583,-0.0346343609971903,-0.161841814794643,0.0395239549277059,0.048688677226632,0.019384064114622,-0.024545393160598,0.0854851577439417,-0.00294802673584561,-0.0209708300596382,0.0716237550451206,0.0984790325707352,0.0389219663403946,0.000992277222741793,-0.0858023179492909,0.0244715542638646
"T2_Speed2ndEntr",0.051546848028335,0.0413096530864878,0.0107906848102694,0.0419015230672282,-0.0657220698231943,0.0136492752917466,-0.0602383961721932,-0.0447874048606336,0.0941443309391396,-0.144430433982689,0.0670522282290103,-0.152969825394928,-0.114513070450999,0.0743826197658762,0.0304894738479213,-0.0193698122703918,-0.00484189781547699
"T2_Time1stEntr",-0.0385517499333253,-0.0300830082023681,0.00173635295830206,0.0389543982707024,0.099091968253508,0.0929519850408813,0.135263979949389,0.0641715766696479,-0.00783973548260442,0.0919716523193844,-0.0333709288593887,0.0837863052047483,-0.0788969505978539,0.0321868249241731,-0.00288213395737088,-0.0948608814537574,0.00807979479924725
"T2_Time1stShock",-0.0385517499333253,-0.0300830082023681,0.00173635295830206,0.0389543982707024,0.099091968253508,0.0929519850408813,0.135263979949389,0.0641715766696479,-0.00783973548260442,0.0919716523193844,-0.0333709288593887,0.0837863052047483,-0.0788969505978539,0.0321868249241731,-0.00288213395737088,-0.0948608814537574,0.00807979479924725
"T2_Time2ndEntr",-0.0607390739792028,-0.0481900459408496,0.0130702750122753,0.0801718424933421,0.0811581904652475,0.111910009570578,0.0292938418847442,0.0451879342262228,0.0390892910435028,0.111652759013646,-0.047849051510667,0.0520695851162515,0.00574120482335725,-0.0755375750524414,0.0399676403661277,0.0466166659640393,0.00963007532989812
"T2_TimeTarget",0.0816524791614264,0.0766384972765618,0.00040607674279871,0.0292047983273088,-0.0596719712990522,-0.0750346357069444,0.0684617674250309,-0.0979520819960551,0.021944657121002,0.0322381211224044,-0.0732130572666819,-0.0234143096933865,0.0472451612554461,0.0154548656232438,0.0267854750936275,-0.029739740259684,0.000892662119421033
"T2_TotalPath.m.",0.08374832479983,0.0858344825748068,-0.023227507061178,0.0503025908359096,-0.0210599409614596,-0.0593419572903125,0.0280868506469909,0.0206851311744121,0.0674639883202208,0.0196270329881689,-0.120476410351251,-0.0418052647508268,-0.0528941532804229,-0.00498676597849336,-0.0267127992911768,-0.0662083227369268,0.23652032928917
"T3_AnnularAvg",-0.0194288956747663,0.019349021081509,-0.0148131541038143,-0.0393964561717777,0.0511396471508416,0.151480489219739,-0.0635378238477511,0.102801213185592,0.147152537984263,-0.0644587249535687,0.0321866332149869,-0.0148065436912277,0.0583602371107794,-0.051795515299591,-0.0141027887854973,0.0369331014062362,0.425141809435638
"T3_AnnularKurtosis",-0.00698295544485017,-0.061283120738795,-0.019002307845507,-0.0365997349242499,-0.111586749219045,-0.0571197585488072,0.0156581640090469,0.0432691629557782,-0.122978795696254,-0.0614755818390607,0.02022398553749,-0.124650629953862,0.040093785493328,-0.198220028692318,-0.030904554086098,-0.0122027290703391,0.0279112801973576
"T3_AnnularMaxBin",0.00577495413416567,0.0484621788492786,-0.048080825513141,0.0390417930740442,0.00650734609777268,0.0831765807913423,-0.0825683562542294,0.113024861701827,0.165858065891765,0.0433110409573847,0.0144263523851427,-0.105081591185567,0.0454724269927278,-0.101983126811303,0.0626183004582226,0.0102643265846216,-0.157243123848397
"T3_AnnularMaxVal",-0.0205771516191856,-0.0593969403219838,-0.0286081054181534,-0.0705787712252861,-0.0050024916371592,0.056500359647848,0.0394575650931539,-0.149272332616102,0.0624839032450118,-0.130151856872117,0.0276723167856986,-0.0764901623223105,0.0616794164433158,-0.116287152927735,-0.108096775196725,0.01485340807718,0.0319081925086573
"T3_AnnularMinBin",0.00512902901558888,0.0254427350600057,0.028619927366753,-0.108413247239273,-0.00347763389375955,0.150167901029329,-0.0195435422336552,0.0170297079447197,-0.0779224440769587,0.0808515452838013,0.0743505609837888,-0.0320471267597278,0.0228158563134658,0.0173631741028951,0.0555231388140979,-0.175827702586421,0.0153573729016409
"T3_AnnularMinVal",0.0160534711497373,0.0502299820710499,-0.0709418379026531,0.0813261517762186,-0.0598454648848464,-0.112264423419827,0.0209157798694788,-0.0387913764030749,-0.0743767190220798,0.0933546246761634,-0.0289282164878159,-0.0546914713770525,0.0230459448062043,-0.146546830172617,0.0953735174467482,0.0211906934234687,0.0168136795451944
"T3_AnnularSd",0.0249219477097522,0.0357094771986261,-0.0813243421319856,0.0789249295378163,0.00445633570412003,-0.0727440222085483,-0.0368237266038787,0.0699356319364189,-0.0942862346489816,0.132182942670704,-0.0718781273024451,-0.115368988455032,-0.0629396232967447,-0.071113237177643,0.0359293436999567,0.0174577255135296,0.0256352189402652
"T3_AnnularSkewnes",0.00115322570490332,-0.0503479843508762,-0.0475421792440706,0.0332401908525929,-0.072414941720177,-0.0820335672898132,-0.00821569390926447,0.0758647261949456,-0.158024156194906,-0.0206366629139073,-0.00366360576556611,-0.130250325361464,-0.0170068514298781,-0.183298648712234,-0.00726758231621786,0.00576040304405446,0.0414570228927912
"T3_Entr.Dist.1.m.",0.116864999487211,0.0516446662058289,0.0380150112885428,-0.032296518926903,-0.0257359895459553,0.0106901284605382,0.0183289348291256,0.0228062277823226,-0.0659519128212086,0.0620408918390968,0.037184602955831,-0.0150903552784801,-0.0211352466511564,-0.0135482175059842,0.0217799140917676,0.0427558774686504,-0.00742594674936337
"T3_Linearity",0.0845557220156451,0.0836926523647853,-0.0325297661019682,0.0516490364329039,0.0656456180952037,-0.0021903065582268,-0.0164190336741221,0.0675329374423519,-0.0519005706205686,0.0141612203720218,-0.0435857666723217,0.0872323586398612,-0.0219239924129143,-0.0699462689144563,0.0775605171025834,-0.0427322437027332,-0.0777746919013953
"T3_Max50.RngHiBin",-0.0646541281532403,-0.104703497726903,0.0163254387645629,-0.041860643895002,-0.0152107483308347,-0.0645115869066772,0.120217501019294,-0.0158613878051939,0.0600597897792726,-0.00388850860218015,0.0471009522200393,-0.045372532023145,0.0127843739167856,0.00533597534792537,0.00252127847907502,0.0351323636157354,0.000148481244373013
"T3_Max50.RngLoBin",-0.0946668107418041,-0.0893502446652304,-0.000862376228046744,-0.0246019281155681,-0.0266426192551823,-0.0515972688832738,0.0695866833148549,-0.0151002972249025,0.0675369228178115,-0.0523605391468878,0.0200706911634996,-0.0544210535793679,-0.0400819057424399,-5.65517617847714e-05,0.0412536575998317,0.00129827461761107,0.00884180654575749
"T3_MaxPathAvoid",-0.0248775741840704,-0.0196040020582748,-0.055170216130394,0.0205770903941212,-0.0390731009490987,-0.118613448184414,-0.0889764838210045,0.0350647301968242,0.115720480481204,0.0561893387846849,0.162376318578072,-0.0380047668132927,-0.0646769200420777,-0.0605393917801849,-0.0227967187806415,-0.069808699217777,0.0270278547077772
"T3_MaxTimeAvoid",-0.0962822840455667,-0.0441567837948396,-0.0209757629769241,0.0136864340332042,0.0123061420579566,0.0689343945210931,0.0174520161352072,-0.0409325637113158,0.0841110908490344,-0.0527448277880967,0.0369479315448389,0.131747159018144,-0.0284611350550606,-0.107688929467346,0.0602650848324273,-0.0653263196606071,0.0500975131928431
"T3_Min50.RngHiBin",-0.0938780956350106,-0.09053882888493,0.00587162746126728,-0.027864762666005,-0.0477957001762675,-0.0376198566825027,0.0585448341483356,0.00659712692185397,0.0420483346580316,-0.0711014722362151,-0.0263034965354682,-0.0534206550167349,-0.0547797751089156,0.00105365896645208,0.0520345119774975,0.0157577410135845,-0.0235259238434851
"T3_Min50.RngLoBin",-0.0658528916709518,-0.109640070695624,0.0246731583947444,-0.047071807427594,-0.0400577464026248,-0.0506204497926557,0.111677131014356,0.00859075039693154,0.0327116662432863,-0.025485728260533,-0.00465414036286677,-0.0457282771161151,-0.00358362244303234,0.00680761411616778,0.0149284737772762,0.0530520163866281,0.0483270385794699
"T3_NumEntrances",0.116412418406124,0.049823546310092,0.0358336525953193,-0.0366883667751807,-0.0230493048163647,0.00428605673905208,0.0172060536325394,0.0286748858673055,-0.0736313362537956,0.0652971642466336,0.0315312830207347,-0.0122193999164107,-0.0164574922115601,-0.0173644931978151,0.0220414060124086,0.0447337200552846,0.00191026993250821
"T3_NumShock",0.11384676812948,0.0466981991288905,0.0391917235058142,-0.048804075621935,-0.0183150799436854,0.00288229973091049,0.00660147418636331,0.0457217987542903,-0.0764011455171464,0.0670912691349435,0.0311164441905007,0.000884317534933717,-0.0158899986757957,-0.0204336274714363,0.0167757777694388,0.0443883971114191,-0.00881911013936195
"T3_Path1stEntr",-0.0650298722389612,-0.0614547626076514,-0.0765235890268822,0.0315652339628161,-0.0201496628701955,-0.104792448082333,-0.0590010571767659,0.00482328327303627,0.0337761846898037,0.0731591439295627,0.114744093344544,-0.0283164542883453,0.0102673968411899,-0.084486470030293,-0.0363102328447324,-0.0314301554255477,0.026171491795576
"T3_Path1stShock",-0.0650298722389612,-0.0614547626076514,-0.0765235890268822,0.0315652339628161,-0.0201496628701955,-0.104792448082333,-0.0590010571767659,0.00482328327303627,0.0337761846898037,0.0731591439295627,0.114744093344544,-0.0283164542883453,0.0102673968411899,-0.084486470030293,-0.0363102328447324,-0.0314301554255477,0.026171491795576
"T3_Path2ndEntr",-0.0765463264222476,-0.0878093640702042,-0.0537310713155423,0.0793872250741125,0.0413769645467555,-0.0579752687626461,-0.0180259833077967,0.0615704686417105,-0.0377441655029933,0.0125559522516665,-0.0179894148493333,-0.0171771067122966,0.00353225953015793,-0.00985266530097177,-0.0227589042502288,-0.116299148602159,-0.00726862926989479
"T3_PolarAvgVal",-0.0891592040047581,-0.0842652178566506,0.0127222423775024,-0.0110379425107928,-0.0220507549454416,-0.0725899590745959,0.103442118339577,-0.0335119258365253,0.0380325747404693,-0.0319797476298011,-0.0149216096048504,-0.051751544272724,0.0165378493639105,0.00954988755027187,0.0656315071686015,0.0306585750329053,-0.0720106781472017
"T3_PolarMaxBin",-0.0694415885175419,-0.103264857361621,0.0219018320135574,-0.0619466058032587,-0.0322746161918131,-0.0172308019572094,0.089736343022164,0.030611221986071,0.0747309551642126,-0.0383565652573125,0.004779818964977,-0.0817378798637354,-0.0495134694503148,-0.00408101706600673,0.019531484915826,0.0111886666481894,-0.037038270329109
"T3_PolarMaxVal",-0.0654052693264095,0.0242575790360036,-0.0269069668732732,0.0450730648790448,-0.0404559963439773,0.0394674853063525,-0.150498263678435,-0.00275729440473685,-0.00248897764358761,-0.0469442858417783,-0.0366386025466207,0.0377121393804928,-0.137603441857051,-0.0219886350822871,0.155427491551793,-0.0962801482354923,0.00275565765682067
"T3_PolarMinBin",0.0657086649016821,0.067391166802326,-0.00444494549598555,0.0110515143609424,-0.041540906233156,0.0111691229635247,0.086706691874687,-0.142598973564011,0.0575577221003041,-0.0414412505147497,0.0310666679688945,-0.0652025953486776,0.0429867178872069,0.0461256698128491,0.134763472316109,-0.10616542567915,-0.00723444938184003
"T3_PolarMinVal",0.0845636775775569,-0.0324866345015241,0.0467214470524961,-0.0508139987471934,-0.00312541764750132,0.0421818703756426,-0.0198168484125965,0.073419799901566,-0.14641950536407,0.0328521551649334,0.121401665010996,-0.00965718064881349,-0.0204674437168549,-0.0388773328690486,0.00857003854390823,0.0496556863454226,-0.0121683721870862
"T3_PolarSdVal",0.0976724927492124,-0.0412899753813585,0.0529151745692326,-0.0171945303941922,-0.0305408309617565,-0.0137005401763653,0.0695060898232675,0.0397367403843408,-0.0816612527620177,0.101748538990087,0.0389955631802043,-0.0257588120723171,0.0895077691687107,-0.0214738925473035,-0.0407946307583431,0.0454307631012136,-0.0302378219991732
"T3_pTimeCCW",0.07701459934009,0.0905770804843881,-0.0314435193459054,0.0387876850029114,0.0390275281300312,0.0670774858985063,-0.101498886283241,0.0457558533461551,0.030663574713768,0.00184368936773818,-0.0469596899498516,0.0288340263762738,-0.0123072568080888,-0.0131372538125758,-0.0775511208907139,-0.0502647806036639,-0.00662630281806156
"T3_pTimeCW",0.0266001770792725,-0.0787157968234098,0.0317937220676928,-0.0224909257235782,-0.114626383180377,-0.0759416373467202,0.0916811677835528,0.0680416077406085,-0.0169492852079566,-0.00728952021192179,-0.0350256305706124,-0.0803989546400292,0.0527251228963225,-0.0693302852930349,-0.136109641197122,-0.0508583463642509,0.00591401684704243
"T3_pTimeOPP",-0.099353156836276,-0.0628413091421191,0.0162566949629996,-0.0259917589029331,0.0103501602385549,-0.0382106601161934,0.0675076929031125,-0.0826800821663254,-0.0198050562515906,-0.00208154877267919,0.0612919752123566,0.00492768898402833,-0.00855124010536714,0.045180129811212,0.140137702533141,0.072890153191547,-0.0191944409125604
"T3_pTimeTarget",0.105431999196537,0.0339577148725262,0.0441554327477906,-0.0762669692605668,-0.0168259958424363,0.0161764105632623,-0.0167954198334461,0.0743195429511322,-0.077227618335493,0.0513048857863553,0.0530414483720352,0.000351455368976189,-0.0256977604448844,-0.0155923156105148,0.0151358668961555,0.0355573916685157,-0.0108305081764561
"T3_RayleigAngle",-0.0728382782161349,-0.101188950424335,0.0232361648453151,-0.0295553050964922,-0.0487033996474914,-0.0733929611622768,0.101569851854489,-0.00210199498436151,0.0235292303535502,-0.0320454451687192,-0.00525913408682786,-0.0702658313760204,0.0135604328161192,-0.00573546253609892,0.0279627831449819,0.00837962326977589,-0.0340795918860962
"T3_RayleigLength",-0.101785672732236,0.0222924615185431,-0.0471250319487812,0.0106007523845654,0.00483434154360457,0.0114449179210286,-0.0776894809176357,-0.0217736036000398,0.0818715688548026,-0.116314536478482,-0.0491112766651557,0.00427490379342134,-0.0852369938774716,0.0164801000558003,0.0227287227104544,-0.0697921945780622,-0.0316037836618713
"T3_SdSpeed",0.0960335122265613,0.048320318079417,-0.0289807423980911,-0.0938773783530601,0.0259382643006899,0.0144653552262382,0.0140797472711959,0.00954116291835201,-0.0861333794753097,-0.0124342531776433,-0.0880493464470379,-0.0018944150713675,-0.00232534334365291,0.0160219272331481,0.0817152329034734,0.0882836036933101,0.0754677832093734
"T3_Speed.cm.s",0.100550362575546,0.0425736607528012,-0.036599020711336,-0.0910194319715752,0.0247685706998217,-0.0366342753951468,-0.00655252842066296,0.0284478837278745,-0.0760910810356424,-0.0122783348303261,-0.0925463291258535,-0.023362828269128,-0.0146261862564065,-0.0295081369927553,0.0174576874925778,0.0294978439482273,0.0797044381403893
"T3_Speed1stEntr.cm.s.",-0.0438508387365479,-0.0398596260048467,0.013982215066654,0.00504344814082509,0.0985081665901457,-0.0868775699622467,0.0218295472466382,0.061084918837889,0.00100835753558644,0.0729964011085256,0.0511192921693024,-0.206476896481347,0.0371363620158139,0.0751389228096418,0.0157752642642954,0.139876955347044,0.000208441864804962
"T3_Speed2ndEntr",0.0374086264744706,0.0461626279413799,-0.020894844669179,-0.137385225047476,-0.0217501756008361,0.0875376223183888,0.0297993164076661,-0.114944234598331,-0.0196088162643767,-0.0525092372439921,0.0313100980017805,-0.0385155609699171,0.0768359594896688,0.0339115179788237,0.0767693480279873,0.0449570544407099,0.00913872653664327
"T3_Time1stEntr",-0.0658413736821155,-0.0605362837387023,-0.071438397964281,0.0355139232221782,-0.0213498748368314,-0.0983293203056255,-0.0609132499380094,0.00427061824124117,0.038084047283631,0.0842920095304177,0.120687658561218,-0.0173108014802694,0.0252956312845484,-0.0836064761712207,-0.0300446670866804,-0.0390643241588375,0.0252967474305751
"T3_Time1stShock",-0.0658413736821155,-0.0605362837387023,-0.071438397964281,0.0355139232221782,-0.0213498748368314,-0.0983293203056255,-0.0609132499380094,0.00427061824124117,0.038084047283631,0.0842920095304177,0.120687658561218,-0.0173108014802694,0.0252956312845484,-0.0836064761712207,-0.0300446670866804,-0.0390643241588375,0.0252967474305751
"T3_Time2ndEntr",-0.080924805122737,-0.0862450296736611,-0.0464314551289903,0.0805949117841255,0.0359784422385852,-0.053405666048684,-0.0155760725529114,0.0623410142003205,-0.0354795518976127,0.0291039991628072,-0.0054267892981607,-0.00860372399832666,0.014856848687168,-0.00599292912838876,-0.0215080204579421,-0.120629329878854,0.0245744998093825
"T3_TimeTarget",0.106421345766331,0.0376242892098127,0.044149103097899,-0.0766690891961534,-0.016846632880107,0.0121641059630487,-0.0118937893998658,0.0695815350533812,-0.0745249454655583,0.0537105482572591,0.0462922682453194,0.00277546790686548,-0.0195494508220334,-0.0173732961852939,0.0167998274740646,0.0342088092614681,-0.0102425467838002
"T3_TotalPath.m.",0.100484095776024,0.0423417348614713,-0.0365310445930055,-0.0919243625706227,0.0241636673343914,-0.0370980730787149,-0.00572342365078439,0.0275709035020135,-0.0770961856305577,-0.0121966592364729,-0.0897537527966037,-0.0242227984648783,-0.0144021763456944,-0.0321129088778906,0.0197347073075885,0.0299496889982385,-0.137553942677416
"T4_C1_AnnularAvg",-0.0872267588232069,-0.00665559439583662,-0.0699121950827171,-0.0285127559837443,0.0742419944108298,0.0101244250074837,0.0458010092661425,-0.00659878683593434,0.0112511113565878,0.15622567310392,-0.0400425001620632,-0.0507036814935924,0.0220206549640585,0.0344685897395497,-0.0803547344929735,0.0759222632719727,0.144169742705094
"T4_C1_AnnularKurtosis",-0.037066852724489,-0.0738826241760943,0.0505743477065961,0.0578416026653529,-0.0741087303562221,-0.123932918753187,0.0472594863371058,-0.0268015553254343,-0.0382291504411293,-0.0427021087307723,-0.0147352092555433,0.0985092342767368,-0.0392651116334647,0.0451896012671874,-0.0683916749796981,0.120639495279048,-0.0487572615806222
"T4_C1_AnnularMaxBin",-0.0610474866447548,0.00614796032315709,-0.0662178466114512,-0.0260333955030187,0.0836820866061052,-0.0352163025359319,0.0335331321248255,0.0636409735183432,0.0970117982704302,0.131108199826009,-0.129997428009976,0.000626795416052422,0.0156471595781158,-0.0216834029357653,0.021096196622746,0.113749645609139,-0.0385750896655406
"T4_C1_AnnularMaxVal",-0.060946742597388,-0.0548580230703957,-0.0100901056095926,-0.0730549413991129,-0.0421455858475297,-0.0166012464849072,0.0946487714899602,-0.0973089976406012,-0.0886639481277499,0.0870345131208111,0.0107149298537935,0.0615266434712528,0.0162656924403524,-0.0568583033392471,-0.159755149893778,-0.0266177194684948,-0.0212445475296348
"T4_C1_AnnularMinBin",-0.0289579425670197,-0.0543168534842535,0.0531826296341029,0.0615032507532101,-0.024209965974729,0.0732115044954382,-0.0289581431918445,-0.0299334995261218,0.107403081190052,-0.131428938208119,-0.0693330043091801,-0.0337444373077507,0.0501459608542102,0.00228868615741395,0.22687745802238,0.0565090810358042,0.0307149826468492
"T4_C1_AnnularMinVal",0.0937958114048003,0.0200755715242364,0.0573897023990797,0.00892391200484962,-0.0331235216678643,-0.0522478995781089,0.0713923170160587,-0.0328109178624034,-0.1243290295053,-0.00804413371307465,0.0927246045769962,-0.0334553449796592,0.0155048001800087,0.076767166657667,-0.00770064862886838,-0.0548215567277647,-0.0186328954035145
"T4_C1_AnnularSd",0.0879664285308378,-0.011442795049966,0.0534573523485228,0.0500444890497777,-0.0497303471428238,-0.0145541949210813,0.0179208860295282,0.0572685695669351,0.0789226445242493,-0.141287161695052,0.012750899831317,-0.0693923302827707,-0.0952374213000057,0.0600238816126334,-0.0354763322491443,0.0140301117560108,0.0318825721942047
"T4_C1_AnnularSkewnes",-0.00643979571210764,-0.0687707925504435,0.0754198533117874,0.0843252407235267,-0.0677839175934735,-0.115399790017494,0.0536912325976074,0.0207858717459538,-0.0282851085988291,-0.0335554092617804,-0.0153063722487724,0.0477231563305737,-0.0614953521991356,0.0205618743007126,-0.106481555834095,0.123411408091713,-0.0538231298258363
"T4_C1_Entr.Dist.1.m.",0.0632171614825003,-0.12534262003277,-0.0330091205263921,-0.023207855416962,-0.0667416454508846,-0.0121017718208326,-0.0338809944550131,0.0336497836094867,-0.051682423830458,0.0654009740681381,0.0241102947880467,0.0397591933363234,0.000464421678409404,0.0255583837590754,-0.0353688535711344,-0.0269966456371993,0.0227848944281597
"T4_C1_Linearity",0.0593820285677314,-0.0604245402185065,-0.0837122596626254,-0.0382365665700986,0.0397806884516771,-0.0332537219465045,-0.0883753157325393,0.00467348376320381,0.0489945671417798,0.117222240837519,-0.0493267113058282,-0.00200707030071541,0.0918743366023932,0.090861148879181,-0.0940557695272959,0.0143712207322322,0.162639547367308
"T4_C1_Max50.RngHiBin",-0.0350065750739439,0.0843102717895831,-0.115592980382676,-0.0574331365240022,-0.0120104315596001,0.00958311417315186,0.0762505928713253,0.0150252962336606,-0.024787166255669,-0.0930725821522421,-0.0343858809800603,0.0503840967290208,-0.0837494288021684,0.0095786290367669,0.0218615898997792,0.0412375837618956,-0.0392957104025232
"T4_C1_Max50.RngLoBin",-0.0426941393896498,0.100749980803239,-0.106426387605699,-0.0489439064651321,0.00689380032835066,0.0348752550277149,0.0195437627404957,-0.040511805533213,-0.0669988884863232,-0.0580446050328326,0.008149714317164,0.0461593971148002,-0.0866833596860032,0.009793740478904,0.0367740168492915,0.0281461479454537,0.0023381067639775
"T4_C1_MaxPathAvoid",-0.07523969802372,0.0848797782996716,0.0620238999009239,0.0225644476500835,0.0463864384668234,-0.0458653323508461,0.0135781096664731,0.00700314510502475,-0.0967257164452122,-0.0780237118808273,0.00163729148362659,0.0833435898465682,0.0698913690785129,-0.00319747578694912,-0.0636622880832244,-0.0596923880048671,-0.00497565599129811
"T4_C1_MaxTimeAvoid",-0.0816393178123135,0.0901941309621714,-0.00196456487788793,0.0185971850734966,0.0546104528352867,0.0339589944549078,0.0692268998899958,0.0333159634169858,-0.115022243747376,-0.0367449207611806,-0.03073256914731,-0.0498139739861304,0.003144747419338,0.0799721155331403,-0.00256805980471,0.0263430493791881,-0.00805583987302067
"T4_C1_Min50.RngHiBin",-0.0441595894232956,0.108396355060071,-0.101594955172307,-0.0500011374814923,-6.10082809236408e-05,0.0324127715280601,-0.00147516043737044,-0.0470194990116825,-0.0648604652150359,-0.0424065340630961,0.0228038534435747,0.0415084931835532,-0.0780818071571932,-0.00845126357990747,0.00538467074286589,0.00457882226429376,-0.00463474095634986
"T4_C1_Min50.RngLoBin",-0.0380588474584161,0.0960377747955935,-0.11431125503699,-0.06041184966438,-0.0194148507236883,0.00797063503911551,0.054814605263789,0.00703760054239449,-0.0245362036638998,-0.0786322502468129,-0.018681067641135,0.0470786172321036,-0.0775902910563503,-0.0097164350675616,-0.0107414259085466,0.0169892365296478,-0.022425886353005
