ID,Year,Genotype,TrainProtocol,TrainSequence,TrainGroup,Day,TrainSession,ShockOnOff,PairedPartner,Experimenter,Housing,TestLocation,genoYear,APA,genoAPA,TrainSessionCombo,genoAPATrainSessionCombo,genoAPATrainSessionComboInd,pair1,pair2,TotalPathArena.m,SpeedArena.cm.s,SdevSpeedArena.,Linearity.Arena.,NumEntrances,Time1stEntr,Path1stEntr,Speed1stEntr.cm.s.,Dist1stEntr.m.,NumShock,MaxTimeAvoid,Time2ndEntr,Path2ndEntr,Speed2ndEntr,TimeTarget,pTimeTarget,pTimeCCW,pTimeOPP,pTimeCW,RayleigLength,RayleigAngle,PolarAvgVal,PolarSdVal,PolarMinVal,PolarMinBin,Min50.RngLoBin,Min50.RngHiBin,PolarMaxVal,PolarMaxBin,Max50.RngLoBin,Max50.RngHiBin,AnnularMinVal,AnnularMinBin,AnnularMaxVal,AnnularMaxBin,AnnularAvg,AnnularSd,AnnularSkewnes,AnnularKurtosis,Speed1,Speed2,EntrShockDiff
16-124C,2016,WT,3-day,train-conflict,trained,2,Retest,On,16-124D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,Retest,WT_trained_conflict_Retest,_16-124C,16-124C_,16-124D_,12.2,2.03,2.41,0.3136,1,167.53,3.61,1.53,NA,2,432,NA,NA,1.39,3.1,0.0075,0.3806,0.5507,0.0612,0.69,149.36,237.3,49.03,0,0,180,130,0.0897,150,120,200,0.0015,3.1,0.5243,15.8,14.82,8.96,3.09,18.34,0.021548379,NA,1
16-116A,2016,FMR1KO,3-day,train-train,trained,2,T4,On,16-116B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T4_C1,FMR1KO_trained_trained_T4_C1,_16-116A,16-116A_,16-116B_,9.36,1.56,2.01,0.2473,1,74.2,1.48,1.48,NA,1,525,NA,NA,NA,0.634,0.0015,0.4524,0.5406,0.0055,0.74,137.75,227.33,43.46,0,0,180,130,0.0841,140,110,190,0.0017,3.1,0.4631,14.5,13.68,11.02,2.08,9.39,0.019946092,NA,0
16-116A,2016,FMR1KO,3-day,train-train,trained,2,T5,On,16-116B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T5_C2,FMR1KO_trained_trained_T5_C2,_16-116A,16-116A_,16-116B_,11.15,1.86,2.25,0.2868,1,380.93,9.63,3.55,NA,1,380,NA,NA,NA,0.733,0.0017,0.4256,0.5064,0.0663,0.64,147.91,233.29,54.21,0,0,170,110,0.0777,170,100,200,3.00E-04,16.9,0.6091,14.5,14.37,8.08,2.95,19.91,0.025280235,NA,0
16-117A,2016,FMR1KO,3-day,train-train,trained,2,T6,On,16-117B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T6_C3,FMR1KO_trained_trained_T6_C3,_16-117A,16-117A_,16-117B_,9.55,1.59,1.9,0.2699,1,374.93,8.11,1.45,NA,1,374,NA,NA,NA,1.333,0.0034,0.2238,0.7169,0.0559,0.72,168.65,255.94,46.08,0,0,200,150,0.0841,150,140,220,0.0104,3.1,0.5396,14.5,13.84,12.66,2.91,14.81,0.021630704,NA,0
16-118B,2016,FMR1KO,3-day,train-train,trained,1,T2,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T2,FMR1KO_trained_trained_T2,_16-118B,16-118B_,NA_,11.9,1.98,2.15,0.3257,1,462.57,10.99,5.28,NA,1,462,NA,NA,NA,0.7,0.0018,0.2242,0.7261,0.0479,0.73,170.26,254.63,46.09,0,0,220,170,0.0973,190,150,230,0.0015,7.5,0.5446,15.8,14.92,9.45,4.5,32.59,0.023758566,NA,0
16-118B,2016,FMR1KO,3-day,train-train,trained,2,Retest,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,Retest,FMR1KO_trained_trained_Retest,_16-118B,16-118B_,NA_,12.66,2.11,2.1,0.3642,1,347.03,7.94,1.22,NA,1,347,NA,NA,NA,1.334,0.0031,0.0276,0.8443,0.125,0.83,196.85,273.59,38.94,0,0,210,180,0.1361,190,170,230,6.00E-04,16.9,0.4816,14.5,14.87,5.79,1.21,6.2,0.022879866,NA,0
16-118B,2016,FMR1KO,3-day,train-train,trained,3,Retention,Off,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,Retention,FMR1KO_trained_trained_Retention,_16-118B,16-118B_,NA_,12.43,2.07,2.4,0.3579,1,478.47,11.19,4.53,NA,1,478,NA,NA,NA,1.866,0.0045,0.0872,0.7724,0.1358,0.75,185.22,259.91,47.57,0,0,210,170,0.1003,190,150,220,0.0073,7.5,0.3855,14.5,14.33,12.61,2.72,13.61,0.023387046,NA,0
16-119A,2016,FMR1KO,3-day,train-train,trained,2,T5,On,16-119B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T5_C2,FMR1KO_trained_trained_T5_C2,_16-119A,16-119A_,16-119B_,10.82,1.8,1.94,0.3305,1,84.33,1.63,1.48,NA,1,515,NA,NA,NA,1.033,0.0023,0.6291,0.3406,0.0279,0.73,125.08,216.14,45.72,0,0,120,80,0.0941,100,70,140,9.00E-04,16.9,0.3738,15.8,14.15,13.93,2.38,11.16,0.019328827,NA,0
16-119A,2016,FMR1KO,3-day,train-train,trained,2,T6,On,16-119B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T6_C3,FMR1KO_trained_trained_T6_C3,_16-119A,16-119A_,16-119B_,10.61,1.77,1.86,0.3491,1,410.23,8.03,2.77,NA,1,410,NA,NA,NA,0.633,0.0016,0.4095,0.5792,0.0097,0.78,144.63,232.97,41.79,0,0,150,110,0.0991,140,110,180,0.0019,3.1,0.382,14.5,13.68,14.06,1.4,4.67,0.019574385,NA,0
16-119A,2016,FMR1KO,3-day,train-train,trained,3,Retention,Off,16-119B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,Retention,FMR1KO_trained_trained_Retention,_16-119A,16-119A_,16-119B_,10.12,1.69,1.68,0.3323,1,442.87,8.59,2.42,NA,1,442,NA,NA,NA,1.867,0.0046,0.46,0.5234,0.012,0.73,141.56,231.49,45.18,0,260,150,100,0.088,130,90,170,0.0259,3.1,0.3414,14.5,13.14,17.47,1.62,6.03,0.019396211,NA,0
16-120A,2016,FMR1KO,3-day,train-train,trained,2,T6,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T6_C3,FMR1KO_trained_trained_T6_C3,_16-120A,16-120A_,NA_,11.24,1.87,2.45,0.2961,1,99.9,2.39,1.65,NA,1,499,NA,NA,NA,0.767,0.002,0.1974,0.6535,0.1471,0.69,181.26,265.21,48.97,0,0,230,180,0.0793,210,160,240,0.0013,16.9,0.516,15.8,15.05,6.65,1.38,6.33,0.023923924,NA,0
16-121B,2016,FMR1KO,3-day,train-train,trained,2,T6,On,16-121A,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T6_C3,FMR1KO_trained_trained_T6_C3,_16-121B,16-121B_,16-121A_,9.94,1.66,1.78,0.2794,1,570.7,11.9,2.61,NA,1,570,NA,NA,NA,0.634,0.0015,0.2117,0.7028,0.0839,0.73,168.35,251.15,46.15,0,0,200,150,0.0877,190,130,210,0.0155,3.1,0.3945,14.5,13.2,15.66,2.22,10.29,0.020851586,NA,0
16-118C,2016,FMR1KO,3-day,train-conflict,trained,1,T2,On,16-118D,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,T2,FMR1KO_trained_conflict_T2,_16-118C,16-118C_,16-118D_,10.9,1.82,1.97,0.364,1,430.8,9.01,0.86,NA,2,430,NA,NA,1,2.233,0.0063,0.0867,0.6685,0.2384,0.7,196.7,270.46,51.15,0,0,230,180,0.1171,220,170,250,0.0052,3.1,0.4711,14.5,13.86,13.7,2.1,7.88,0.020914578,NA,1
16-121C,2016,FMR1KO,3-day,train-conflict,trained,2,Retest,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_conflict,FMR1KO_trained_conflict,Retest,FMR1KO_trained_conflict_Retest,_16-121C,16-121C_,NA_,9.86,1.64,1.71,0.3045,1,579.67,11.76,10.09,NA,1,579,NA,NA,NA,0.7,0.0018,0.1498,0.7164,0.132,0.69,186.13,263.5,50.6,1.00E-04,340,220,170,0.0997,210,160,240,0.0099,3.1,0.3239,14.5,12.89,14.57,1.42,6.9,0.020287405,NA,0
bl1,2013,WT,2-day,train,trained,1,T3,On,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,T3,WT_trained_T3,_bl1,bl1_,NA_,10.79,1.8,2.66,0.2542,2,22.33,0.41,1.56,0.13,2,560,39.53,0.93,1.69,1.6,0.0041,0.1551,0.5646,0.2762,0.65,198.65,274.63,54.9,0,340,240,190,0.0849,220,170,250,0.0015,3.5,0.4852,18,17,9.18,2.84,17.08,0.018360949,0.023526436,0
bl1,2013,WT,2-day,train,trained,2,Retest,On,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,Retest,WT_trained_Retest,_bl1,bl1_,NA_,20.22,3.37,3.53,0.4032,2,131.57,5.71,8.35,NA,2,295,304.8,12.14,10.42,8.734,0.0235,0.0322,0.5501,0.3942,0.69,218.73,256.4,71.37,5.00E-04,40,240,190,0.111,230,170,250,0.0046,3.5,0.4491,16.6,16.57,11.74,2.6,15.71,0.043398951,0.039829396,0
bl3,2013,WT,2-day,train,trained,1,T2,On,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,T2,WT_trained_T2,_bl3,bl3_,NA_,17.59,2.93,3.05,0.3707,2,171.6,4.24,1.34,0.12,2,295,467.37,12.92,6.68,1.633,0.0041,0.2089,0.6468,0.1402,0.62,177.62,247.54,59.69,0,0,210,160,0.0915,190,140,220,0.0013,3.5,0.4501,16.6,16.37,11.06,2.19,10.11,0.024708625,0.027644051,0
bl9,2013,WT,2-day,train,trained,2,Retest,On,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,Retest,WT_trained_Retest,_bl9,bl9_,NA_,13.12,2.19,2.78,0.3185,2,42.87,1.29,12.44,0.12,2,314,285.2,8.91,10.16,2.433,0.0063,0.1189,0.5655,0.3094,0.66,204.42,266.48,58.27,2.00E-04,0,240,190,0.1025,220,180,260,0.007,3.5,0.4719,16.6,15.79,11.29,2.43,11.93,0.030090973,0.031241234,0
bl17,2013,WT,2-day,train,trained,1,T2,On,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,T2,WT_trained_T2,_bl17,bl17_,NA_,12.94,2.16,2.24,0.3215,2,500.23,12.75,1.26,0.13,2,500,554,14.04,1.56,1.733,0.0043,0.2658,0.5469,0.1829,0.55,172.01,240.09,65.07,0,0,210,140,0.0746,200,130,230,0.0047,19.4,0.2881,15,14.78,18.88,1.75,6.95,0.025488275,0.02534296,0
bl19,2013,WT,2-day,train,trained,1,T3,On,NA,JuanMarcos,AnimalRoom,MBL,WT_2013,trained,WT_trained,T3,WT_trained_T3,_bl19,bl19_,NA_,15.29,2.55,2.78,0.3515,2,49.13,1.92,6.68,0.12,2,545,54.73,2.23,6.75,1.667,0.0042,0.1314,0.4575,0.4069,0.65,210.47,270.14,58.92,0,0,260,210,0.0942,230,190,270,0.0022,3.5,0.4109,16.6,15.95,9.06,1.91,15.28,0.039079992,0.040745478,0
fv2,2013,FMR1KO,2-day,train,trained,1,T2,On,NA,?,?,?,FMR1KO_2013,trained,FMR1KO_trained,T2,FMR1KO_trained_T2,_fv2,fv2_,NA_,13.7,2.28,2.27,0.2571,2,164.21,3.14,1.06,0.13,3,244,8.91,4.3,4.404,0.011,0.3347,0.6151,0.0392,0.69,146.17,231.65,49.76,2.00E-04,0,180,130,0.0948,150,120,200,0.0018,3.6,0.3104,13.5,15.6,12.88,0.44,3.5,NA,0.019121856,0.482603816,1
fv6,2013,FMR1KO,2-day,train,trained,1,T2,On,NA,?,?,?,FMR1KO_2013,trained,FMR1KO_trained,T2,FMR1KO_trained_T2,_fv6,fv6_,NA_,14.64,2.44,2.54,0.3121,2,151.9,3.64,3.96,0.13,2,444,3.88,2.52,1.335,0.0032,0.1606,0.7468,0.0893,0.7,182.11,261.18,49.73,0,350,220,180,0.1391,200,160,230,7.00E-04,11.4,0.627,18.5,17.77,7.81,5.71,50.62,NA,0.023963134,0.649484536,0
15143C,2015,WT,3-day,train-train,trained,2,Retest,On,15143D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,Retest,WT_trained_trained_Retest,_15143C,15143C_,15143D_,13.9,2.32,2.54,0.3435,2,275.53,6.7,4.68,0.13,2,275,519.2,13.36,4.71,1.3,0.0034,0.1367,0.704,0.1558,0.7,185.73,260.1,51.4,0,0,230,180,0.0881,190,160,240,0.0057,8.5,0.4342,16.6,16.18,13.25,3.58,19.76,0.024316771,0.025731895,0
15144C,2015,WT,3-day,train-train,trained,1,T3,On,15144D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,T3,WT_trained_trained_T3,_15144C,15144C_,15144D_,13.26,2.21,2.44,0.3175,2,28.97,0.56,2.04,0.13,2,505,94.8,2.17,1.69,1.4,0.0034,0.3051,0.6626,0.029,0.76,149.44,238.86,42.33,0,0,180,140,0.1061,160,120,190,2.00E-04,3.5,0.5138,16.6,16.67,6.34,1.1,8.55,0.019330342,0.022890295,0
15144C,2015,WT,3-day,train-train,trained,2,T4,On,15144D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,T4_C1,WT_trained_trained_T4_C1,_15144C,15144C_,15144D_,15.27,2.54,2.88,0.3158,2,249.4,7.75,13.37,0.11,3,293,543.07,15.88,1.82,4.601,0.0116,0.4724,0.4281,0.0878,0.68,141.08,223.79,53.15,0,0,150,110,0.1007,120,100,170,9.00E-04,19.4,0.495,16.6,16.18,11.34,3.5,20.92,0.031074579,0.029241166,1
15146C,2015,WT,3-day,train-train,trained,3,Retention,Off,15146D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,Retention,WT_trained_trained_Retention,_15146C,15146C_,15146D_,16.78,2.8,3.12,0.3386,2,83.33,3.28,10.01,NA,4,475,559.07,17.96,3.88,11.1,0.0288,0.0904,0.5679,0.3129,0.61,204,250.09,72.18,0,20,230,170,0.0768,220,160,250,0.0023,3.5,0.3921,15,16.01,9.81,1.52,11.05,0.039361574,0.032124779,2
15147C,2015,WT,3-day,train-train,trained,1,T2,On,15147D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,T2,WT_trained_trained_T2,_15147C,15147C_,15147D_,13.74,2.29,2.29,0.3395,2,82.37,1.74,1.75,0.13,2,400,483.2,12.42,1.48,1.267,0.0031,0.2312,0.5964,0.1693,0.65,174.44,253.45,53.67,0,0,200,140,0.0749,170,120,210,0.0077,8.5,0.504,18,16.95,13.39,3.83,24.07,0.021124196,0.025703642,0
15147C,2015,WT,3-day,train-train,trained,2,T4,On,15147D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,T4_C1,WT_trained_trained_T4_C1,_15147C,15147C_,15147D_,13.26,2.21,2.33,0.3226,2,297.17,6.53,1.69,0.13,2,297,396.93,9.09,2.17,1.4,0.0032,0.7336,0.2175,0.0456,0.68,102.99,195.63,53.29,0,0,100,60,0.1122,80,50,120,1.00E-04,19.4,0.4118,18,16.78,8.38,1.81,9.95,0.021973954,0.022900763,0
15147C,2015,WT,3-day,train-train,trained,3,Retention,Off,15147D,Maddy,AnimalRoom,MBL,WT_2015,trained_trained,WT_trained_trained,Retention,WT_trained_trained_Retention,_15147C,15147C_,15147D_,15.37,2.56,2.37,0.3893,2,492.5,11.79,9.84,0.13,5,492,527.87,13.19,7.81,11.399,0.0304,0.1946,0.7007,0.0742,0.67,168.01,245.65,54.88,3.00E-04,20,180,130,0.0893,160,110,190,0.0144,8.5,0.4505,15,15.32,13.43,2.7,13.44,0.023939086,0.024987213,3
15140A,2015,WT,3-day,train-conflict,trained,1,T2,On,15140B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T2,WT_trained_conflict_T2,_15140A,15140A_,15140B_,15.01,2.5,2.68,0.317,2,118.37,3.17,2.31,0.11,3,312,287.63,8.54,3.73,3.366,0.0092,0.6413,0.3245,0.025,0.78,124.87,214.13,41.85,0,0,150,120,0.1233,120,100,160,5.00E-04,3.5,0.4294,18,16.94,10.91,1.87,8.91,0.026780434,0.029690922,1
15140A,2015,WT,3-day,train-conflict,trained,2,C3,On,15140B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T6_C3,WT_trained_conflict_T6_C3,_15140A,15140A_,15140B_,14.97,2.5,2.44,0.38,2,428.83,11.68,6.85,0.12,2,428,594.13,16.34,1.48,1.633,0.0028,0.0594,0.4977,0.4401,0.67,202.14,120.03,52.48,1.00E-04,0,230,180,0.0783,230,160,240,0.0041,3.5,0.2779,18,16.49,13.99,0.97,4.45,0.0272369,0.027502398,0
15142A,2015,WT,3-day,train-conflict,trained,1,T3,On,15142B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T3,WT_trained_conflict_T3,_15142A,15142A_,15142B_,13.93,2.32,2.87,0.2641,2,94.27,2.34,1.75,0.12,2,502,97.93,2.54,10.66,2.798,0.0067,0.2291,0.7642,0,0.79,154.8,242.64,39.46,0,250,180,140,0.1012,170,130,200,1.00E-04,19.4,0.6136,16.6,16.85,5.29,0.93,12.45,0.024822319,0.025936894,0
15143A,2015,WT,3-day,train-conflict,trained,2,Retest,On,15143B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,Retest,WT_trained_conflict_Retest,_15143A,15143A_,15143B_,17.42,2.9,3.45,0.3145,2,98.2,2.28,1.82,0.12,2,385,483.97,13.46,6.27,1.299,0.0033,0.4741,0.4828,0.0398,0.73,138.3,224.96,46.88,0,0,160,120,0.0992,140,100,170,0.0029,8.5,0.3964,16.6,16.2,11.25,3.63,23.89,0.023217923,0.027811641,0
15143A,2015,WT,3-day,train-conflict,trained,2,C2,On,15143B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T5_C2,WT_trained_conflict_T5_C2,_15143A,15143A_,15143B_,11.6,1.93,2.7,0.2416,2,278.13,7.88,2.03,0.12,2,317,282.47,8.09,4.69,2.1,0.0036,0.0129,0.3765,0.607,0.75,222.68,133.22,43.86,0,70,240,200,0.1012,210,190,260,7.00E-04,3.5,0.5049,16.6,15.84,8.94,1.66,8.24,0.028332075,0.02864021,0
15145A,2015,WT,3-day,train-conflict,trained,1,T2,On,15145B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T2,WT_trained_conflict_T2,_15145A,15145A_,15145B_,12.24,2.04,2.3,0.2943,2,51.63,0.98,1.88,0.12,2,500,99.33,2.48,2.04,3.867,0.0088,0.2049,0.7546,0.0317,0.73,164.57,249.65,46.84,3.00E-04,350,200,160,0.1197,180,140,210,0.0116,8.5,0.4651,16.6,15.85,13.62,2.99,15.26,0.018981212,0.024967281,0
15146A,2015,WT,3-day,train-conflict,trained,1,T2,On,15146B,Maddy,AnimalRoom,MBL,WT_2015,trained_conflict,WT_trained_conflict,T2,WT_trained_conflict_T2,_15146A,15146A_,15146B_,14.38,2.4,2.33,0.3678,2,8.47,0.15,1.78,0.13,2,415,423.57,11.3,2.04,2.369,0.006,0.4558,0.485,0.0532,0.72,138.78,223.09,49.58,0,0,160,120,0.1055,120,100,170,0.008,8.5,0.3591,18,16.66,13.52,2.98,17.93,0.017709563,0.026677999,0
16-124A,2016,WT,3-day,train-train,trained,1,T3,On,16-357A,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T3,WT_trained_trained_T3,_16-124A,16-124A_,16-357A_,11.57,1.93,2.1,0.3338,2,34.67,0.58,1.71,0.14,2,428,463.6,10.57,6.21,2.233,0.0054,0.2745,0.6506,0.0695,0.64,171.73,254.29,53.03,0,330,220,170,0.0958,190,150,230,0.003,9.7,0.5428,15.8,14.9,8.93,5.33,47.17,0.016729161,0.022799827,0
16-124A,2016,WT,3-day,train-train,trained,2,T6,On,16-357A,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T6_C3,WT_trained_trained_T6_C3,_16-124A,16-124A_,16-357A_,8.02,1.34,1.71,0.2793,2,107.5,2.14,1.48,0.19,2,361,468.5,7.57,4.93,1.834,0.0045,0.3961,0.5991,2.00E-04,0.81,128.71,218.5,36.95,0,260,140,110,0.1324,130,100,160,6.00E-04,7.5,0.6996,15.8,15.33,5.13,6.24,83.01,0.019906977,0.016157951,0
16-125A,2016,WT,3-day,train-train,trained,2,T6,On,16-125B,Maddy,AnimalRoom,MBL,WT_2016,trained_trained,WT_trained_trained,T6_C3,WT_trained_trained_T6_C3,_16-125A,16-125A_,16-125B_,9.57,1.59,2.69,0.195,2,46,0.86,4.52,0.13,2,406,193.97,4.6,2.46,1.533,0.0038,0.4778,0.4899,0.0286,0.67,135.76,224.14,50.99,0,0,160,100,0.077,160,90,180,4.00E-04,3.1,0.7292,15.8,15.23,6.18,4.22,35.02,0.018695652,0.023715007,0
16-125D,2016,WT,3-day,train-conflict,trained,2,Retest,On,16-357D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,Retest,WT_trained_conflict_Retest,_16-125D,16-125D_,16-357D_,14.03,2.34,2.36,0.4003,2,97.7,2.37,7.27,0.13,2,429,527.1,13.17,1.48,2.001,0.0056,0.3269,0.5776,0.0899,0.71,151.53,236.09,50.12,1.00E-04,0,160,120,0.1137,140,100,170,0.0024,16.9,0.6169,15.8,14.99,9.74,3.29,19.35,0.024257932,0.024985771,0
16-125D,2016,WT,3-day,train-conflict,trained,2,C2,On,16-357D,Maddy,AnimalRoom,MBL,WT_2016,trained_conflict,WT_trained_conflict,T5_C2,WT_trained_conflict_T5_C2,_16-125D,16-125D_,16-357D_,12.22,2.04,2.02,0.4314,2,0.53,NA,NA,0.16,2,550,551.33,11.08,6.18,1.999,0.0041,0.0578,0.2068,0.7313,0.74,230.83,148.56,52.77,0,330,260,230,0.1261,240,210,270,0.0032,11.5,0.7329,15.8,15.39,9.73,5.45,39.61,NA,0.020096857,0
16-117A,2016,FMR1KO,3-day,train-train,trained,2,T4,On,16-117B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T4_C1,FMR1KO_trained_trained_T4_C1,_16-117A,16-117A_,16-117B_,9.22,1.54,2.24,0.2334,2,66.53,1.18,1.53,0.15,2,446,153.97,3.16,1.65,2.334,0.0058,0.4616,0.5327,0,0.74,133.99,222.89,44.12,0,0,160,110,0.0853,150,100,180,0.0016,3.1,0.6483,15.8,15.02,7.91,4.12,28.12,0.01773636,0.020523479,0
16-117A,2016,FMR1KO,3-day,train-train,trained,2,T5,On,16-117B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T5_C2,FMR1KO_trained_trained_T5_C2,_16-117A,16-117A_,16-117B_,9.87,1.65,1.98,0.2827,2,23.77,0.31,1.83,0.16,2,550,49,0.94,1.78,1.666,0.0043,0.2973,0.6693,0.0291,0.73,156.11,244.71,45.27,0,0,190,140,0.0903,140,110,190,7.00E-04,7.5,0.4681,15.8,14.79,7.83,1.44,5.73,0.013041649,0.019183673,0
16-118B,2016,FMR1KO,3-day,train-train,trained,1,T3,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T3,FMR1KO_trained_trained_T3,_16-118B,16-118B_,NA_,15.2,2.53,2.84,0.3863,2,458.17,10.98,2.69,0.14,4,458,489.77,11.93,6.59,5.4,0.0137,0.1511,0.725,0.1102,0.69,178.12,254.1,52.55,7.00E-04,0,210,160,0.0944,190,140,220,1.00E-04,16.9,0.5529,15.8,15.02,6.83,3.02,25.57,0.023964904,0.024358372,2
16-119A,2016,FMR1KO,3-day,train-train,trained,2,T4,On,16-119B,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T4_C1,FMR1KO_trained_trained_T4_C1,_16-119A,16-119A_,16-119B_,10.73,1.79,2.07,0.3087,2,113.4,2.37,1.65,0.15,2,331,445.17,9.62,1.65,1.267,0.0032,0.6479,0.339,0.0099,0.78,124.05,215.27,40.44,0,0,140,100,0.1076,120,90,160,0.003,7.5,0.5543,15.8,14.71,13.15,3.67,21.71,0.020899471,0.021609722,0
16-120A,2016,FMR1KO,3-day,train-train,trained,1,T3,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T3,FMR1KO_trained_trained_T3,_16-120A,16-120A_,NA_,11.87,1.98,2.22,0.3429,2,29.33,0.55,1.6,0.14,2,488,111,2.59,1.78,1.3,0.0032,0.6844,0.3046,0.0078,0.75,121.88,214.2,43.53,0,0,130,90,0.1099,100,70,140,4.00E-04,7.5,0.5542,15.8,15.16,6.82,3.75,36.91,0.018752131,0.023333333,0
16-120A,2016,FMR1KO,3-day,train-train,trained,2,T4,On,NA,Maddy,AnimalRoom,MBL,FMR1KO_2016,trained_trained,FMR1KO_trained_trained,T4_C1,FMR1KO_trained_trained_T4_C1,_16-120A,16-120A_,NA_,13.41,2.24,2.38,0.3507,2,0.53,NA,NA,0.13,2,552,552.8,14.16,4.24,1.633,0.004,0.2675,0.3816,0.3468,0.44,189.06,231.24,81.14,1.00E-04,0,260,160,0.0577,220,170,290,0.0012,16.9,0.4158,14.5,14.53,10.05,2.95,19.26,NA,0.025615051,0
